#Position,fname,lname,Skin,Face,Photo,Photo Texture,Face Model Texture
,,,,,,,
Team = 49ers    Players:53,,,,,,,
ILB,Nick,Barnett,Skin10,Face1,5027,0xA548AEE9,0x1715F556
ILB,Torrance,Marshall,Skin5,Face7,3140,0x4EDBE6F1,0x0FBA933D
ILB,Armegis,Spearman,Skin6,Face3,3388,0xF5F272DD,0x108E8FFF
K,Ryan,Longwell,Skin17,Face2,631,0x27D710EA,0x134828CD
OLB,Hannibal,Navies,Skin14,Face2,2054,0xF7CDBF7,0xF61F6504
OLB,Na'il,Diggs,Skin3,Face2,2684,0xBDE5093C,0x32D7D1DA
OLB,Paris,Lenon,Skin4,Face4,4118,0x90F5893D,0xAE4EE0EE
P,B.J.,Sander,Skin1,Face13,6578,(no photo),0x159B72BA
QB,Brett,Favre,Skin17,Face2,641,0xC95706C6,0xA50C80D3
QB,Tim,Couch,Skin17,Face5,1953,0xA5C6AF3,0xBC8ED60F
QB,Doug,Pederson,Skin1,Face5,642,0x4667AEF,0x159B72BA
SS,Darren,Sharper,Skin3,Face1,608,0xB87A38D8,0xD1DDFE92
SS,Marques,Anderson,Skin5,Face2,3506,0x39FDD596,0x630E4046
T,Chad,Clifton,Skin1,Face10,2654,0xD2F22315,0x7B6B6702
T,Mark,Tauscher,Skin17,Face12,2659,0xE2B33BE8,0x682DBBE5
T,Brennan,Curtin,Skin19,Face12,5362,0x3C3807AC,0xE6B04F28
TE,Bubba,Franks,Skin5,Face14,2773,0xFCE5C76E,0xE69453F5
TE,David,Martin,Skin22,Face2,3141,0x4BC44F62,0xF61F6504
WR,Robert,Ferguson,Skin4,Face10,3066,0xEB7E05E,0x457B656D
WR,Donald,Driver,Skin4,Face7,1893,0xB408D097,0xAD31D8F0
WR,Javon,Walker,Skin5,Face6,3734,0xFF67B0C1,0xF32C6FB3
WR,Antonio,Chatman,Skin12,Face3,6209,0x462A7F7F,0x7E5F3298
WR,Carl,Ford,Skin19,Face2,5383,0xF3D8419C,0x2C984FD7
C,Mike,Flanagan,Skin17,Face13,605,0x8DF311EF,0x159B72BA
C,Rob,Davis,Skin12,Face12,625,0xAA5AE7B8,0xAE4EE0EE
C,Scott,Wells,Skin17,Face11,6652,(no photo),0x83110820
,,,,,,,
Team = Panthers    Players:53,,,,,,,
CB,Ricky,Manning,Skin5,Face6,5164,0xA6D96F0B,0xE212AEE8
CB,Artrell,Hawkins,Skin3,Face6,371,0x5637B4A9,0x1B9E0370
CB,Chris,Gamble,Skin14,Face1,6411,(no photo),0xFECF41DB
CB,Terrance,Shaw,Skin5,Face3,1456,0x24675ED4,0x315951BF
CB,Dante,Wesley,Skin3,Face1,4360,0x7A77BE87,0x0BB4D632
DE,Julius,Peppers,Skin11,Face9,3667,0x185B53F1,0x36377ADD
DE,Mike,Rucker,Skin19,Face13,2045,0xF0C7C6A2,0xAC01E789
DE,Kavika,Pittman,Skin22,Face10,440,0x171372CC,0xF61F6504
DE,Al,Wallace,Skin6,Face10,1283,0x5248D43E,0xF61F6504
DT,Kris,Jenkins,Skin12,Face11,3112,0x35DF2610,0x5318882C
DT,Brentson,Buckner,Skin22,Face13,1525,0x6C846283,0x42A8D1EC
DT,Kindal,Moorehead,Skin21,Face13,5185,0xC6CC370B,0xCF53B2D9
DT,Shane,Burton,Skin17,Face10,875,0xA0189BA3,0x1FAB506D
DT,Omari,Jordan,Skin13,Face10,4365,0x99787125,0x630E4046
DT,Rod,Walker,Skin22,Face10,3947,0xFD51E620,0xF61F6504
FB,Brad,Hoover,Skin17,Face6,3274,0x1DDAAEED,0x39799B1C
FB,Nick,Goings,Skin2,Face4,3433,0xB329D636,0x9BFAE6F4
FS,Travares,Tillman,Skin5,Face6,2747,0x2263544C,0xCEBDD5A4
FS,Colin,Branch,Skin6,Face6,5040,0x7925FF48,0xA5B30581
G,Travis,Claridge,Skin9,Face14,2653,0xFFEC033D,0x39799B1C
G,Bruce,Nelson,Skin18,18,5472,0x3F9CFEFE,0xF6E63E2E
G,Doug,Brzezinski,Skin9,Face15,2023,0xC9491629,0x95302A80
G,Tutan,Reyes,Skin20,Face13,2662,0x87CE14FC,0x4BFED193
RB,Stephen,Davis,Skin13,Face1,1781,0xF2CCB1E0,0x60881E65
RB,DeShaun,Foster,Skin13,Face5,3573,0x6F3C4A15,0x2D30AB71
RB,Rod,Smart,Skin13,Face5,3932,0x9A59B890,0xCF53B2D9
ILB,Dan,Morgan,Skin1,Face4,3158,0xBB916A3F,0x7A9DFF11
ILB,Jason,Kyle,Skin1,Face10,1832,0xA8C98B37,0x7B6B6702
ILB,Sean,Tufts,Skin9,Face13,6633,(no photo),0x159B72BA
K,John,Kasay,Skin17,Face5,264,0x2BA5ADF7,0xBACB3F92
OLB,Mark,Fields,Skin19,Face2,1057,0x96A29B9,0xD652D76B
OLB,Will,Witherspoon,Skin5,Face2,3752,0x50D03DC4,0x630E4046
OLB,Jessie,Armstead,Skin5,Face5,1123,0x51C697F7,0x8FDD7BEE
OLB,Brandon,Short,Skin4,Face12,2682,0x3BDC9D17,0xAE4EE0EE
OLB,Brian,Allen,Skin5,Face6,3003,0x73A9DE6D,0xCEBDD5A4
P,Todd,Sauerbrun,Skin17,Face6,337,0x690F2F94,0x39799B1C
QB,Jake,Delhomme,Skin17,Face5,1070,0x2CB0ECD2,0x2948AF9E
QB,Rodney,Peete,Skin20,Face3,1308,0x9C13F8F8,0x7E5F3298
QB,Chris,Weinke,Skin17,Face13,3230,0x6D59C385,0x159B72BA
SS,Mike,Minter,Skin11,Face3,246,0x72F4B87D,0x54A500B7
SS,Jarrod,Cooper,Skin2,Face13,3046,0xD325268B,0xD3C84E69
T,Jordan,Gross,Skin9,Face11,5104,0x62C9E2EF,0x1E1C8880
T,Adam,Meadows,Skin17,Face13,718,0xED91F05B,0x159B72BA
T,Travelle,Wharton,Skin20,Face12,6654,(no photo),0xAE4EE0EE
TE,Kris,Mangum,Skin9,Face13,292,0x30E242A1,0x159B72BA
TE,Mike,Seidman,Skin1,Face13,5236,0x107DDAFA,0x159B72BA
TE,Michael,Gaines,Skin6,Face12,6409,(no photo),0x50025FDA
WR,Muhsin,Muhammad,Skin13,Face2,293,0xCF0380C9,0xFED11D0F
WR,Steve,Smith,Skin3,Face15,3201,0x69C16301,0x726F64E4
WR,Ricky,Proehl,Skin1,Face5,1445,0xD9718571,0x159B72BA
WR,Keary,Colbert,Skin13,Face1,6358,(no photo),0x4E770BD4
WR,Drew,Carter,Skin10,Face5,6344,(no photo),0xD3C84E69
C,Jeff,Mitchell,Skin9,Face10,118,0xB4FF07A4,0x7B6B6702
,,,,,,,
Team = Patriots    Players:53,,,,,,,
CB,Ty,Law,Skin4,Face2,973,0xDAE55E40,0xA610B6D5
CB,Tyrone,Poole,Skin5,Face1,671,0x4E40513,0x4E770BD4
CB,Otis,Smith,Skin3,Face1,1156,0x357FC2AB,0x8362EA3E
CB,Terrell,Buckley,Skin4,Face1,858,0x60A2AF1B,0x5D14BD9C
CB,Jeff,Burris,Skin4,Face5,668,0x45A745E9,0x2E9DD6BA
CB,Christian,Morton,Skin13,Face1,6721,(no photo),0x4E770BD4
DE,Ty,Warren,Skin12,Face10,5283,0x495DE709,0x457B656D
DE,Richard,Seymour,Skin10,Face13,3196,0x1FC60EE1,0x03D389C5
DE,Rodney,Bailey,Skin21,Face11,3009,0xDF7CEEA6,0x315951BF
DE,Marquise,Hill,Skin21,Face9,6687,(no photo),0x4E770BD4
DT,Keith,Traylor,Skin20,21,502,0x4362AA3,0x3408EA31
DT,Dan,Klecko,Skin17,Face12,5152,0xD045E8D1,0xA8B07006
DT,Vince,Wilfork,Skin20,Face9,6658,(no photo),0x682DBBE5
FB,Fred,McCrary,Skin6,Face6,2876,0xD1A08CBB,0xA5B30581
FB,Patrick,Pass,Skin22,Face6,2739,0xACD3CEF7,0xA5B30581
FS,Eugene,Wilson,Skin5,Face3,5300,0xBBEDD227,0x315951BF
FS,Guss,Scott,Skin13,Face7,6585,(no photo),0x0FBA933D
G,Russ,Hochstein,Skin17,Face12,3099,0xB02117D,0x682DBBE5
G,Joe,Andruzzi,Skin17,Face11,629,0x87CADE15,0x83110820
G,Bob,Hallen,Skin9,Face10,63,0xBD9B26A8,0x7B6B6702
RB,Corey,Dillon,Skin11,Face4,407,0xF8A5423A,0x8EB625C2
RB,Kevin,Faulk,Skin4,Face5,1973,0xE2F14E53,0x4BFED193
RB,Michael,Cloud,Skin10,Face7,1993,0x5004049D,0xAEE91258
RB,Cedric,Cobbs,Skin12,Face1,6356,(no photo),0x5D14BD9C
ILB,Roman,Phifer,Skin22,Face3,1417,0x7819C576,0x8AFAF40A
ILB,Tedy,Bruschi,Skin1,Face5,1000,0x41CDA135,0xFE29A371
ILB,Ted,Johnson,Skin1,Face5,998,0x7A42ABB0,0x159B72BA
ILB,Larry,Izzo,Skin1,Face2,887,0xFBFD1A38,0x7B6B6702
K,Adam,Vinatieri,Skin17,Face5,996,0xA6F735DB,0x029ED153
OLB,Rosevelt,Colvin,Skin20,Face2,1861,0xF1218828,0x056B3FC9
OLB,Mike,Vrabel,Skin17,Face12,1349,0x355274F,0xFB7180BD
OLB,Willie,McGinest,Skin20,Face13,983,0x430B996,0xB83039EF
P,Josh,Miller,Skin17,Face5,1362,0xE2229451,0x159B72BA
QB,Tom,Brady,Skin17,Face7,2712,0x313552F2,0x3597FF68
QB,Rohan,Davey,Skin22,Face4,3551,0x487A732D,0x50025FDA
QB,Kliff,Kingsbury,Skin17,Face2,5151,0x5224C8B1,0x7B6B6702
SS,Rodney,Harrison,Skin3,Face5,1455,0x5229A931,0xBBBA5967
SS,Dexter,Reid,Skin13,Face7,6553,(no photo),0x0FBA933D
T,Matt,Light,Skin9,Face11,3133,0x80DDE8DF,0x83110820
T,Tom,Ashworth,Skin17,Face9,3961,0xA666556,0x77C7CCBD
T,Adrian,Klemm,Skin19,Face10,2765,0x677D7F97,0x2C984FD7
TE,Christian,Fauria,Skin1,Face14,1612,0xC67FE5BE,0x39799B1C
TE,Daniel,Graham,Skin6,Face14,3585,0x3D4599E1,0xA5B30581
TE,Ben,Watson,Skin13,Face9,6649,(no photo),0x4E770BD4
WR,Deion,Branch,Skin22,Face3,4386,0xE12337F,0x5CC4C657
WR,Troy,Brown,Skin5,Face6,1027,0x95CB5390,0x3B6E04D7
WR,David,Patten,Skin3,Face4,1149,0x93314E9B,0x140C0D3E
WR,David,Givens,Skin19,Face3,4308,0xD9F7AE7F,0xEDA918F1
WR,Bethel,Johnson,Skin3,Face6,5417,0xD4CD5206,0xB219B0B3
WR,J.J.,Stokes,Skin4,Face4,1562,0x47927C9E,0x74179724
WR,P.K.,Sam,Skin13,Face1,6576,(no photo),0x4E770BD4
C,Dan,Koppen,Skin17,Face11,5153,0xB9AE0E25,0x83110820
C,Lonie,Paxton,Skin9,Face13,3809,0x3D232BF8,0x159B72BA
,,,,,,,
Team = Raiders    Players:53,,,,,,,
CB,Charles,Woodson,Skin5,Face1,1213,0xF3D1903C,0x365725AC
CB,Phillip,Buchanon,Skin5,Face5,3527,0x50258B7D,0x14767418
CB,Denard,Walker,Skin4,Face4,1680,0xCEE5860C,0xE4D287BD
CB,Nnamdi,Asomugha,Skin5,Face3,5316,0xAB32E040,0x315951BF
CB,Clarence,Love,Skin3,Face2,1278,0x18AD1574,0x2C984FD7
DE,Chris,Cooper,Skin17,Face14,3045,0x7B63FD0A,0x39799B1C
DE,John,Parrella,Skin17,Face10,1472,0xE5FB80CC,0x7B6B6702
DE,Akbar,Gbaja-Biamila,Skin20,Face1,5390,0x629DAA69,0x5D14BD9C
DE,Bobby,Hamilton,Skin22,Face11,1165,0x2F78118E,0x108E8FFF
DT,Ted,Washington,Skin21,18,195,0x8D2040E3,0xF5C097B5
DT,Warren,Sapp,Skin22,18,1638,0xAD243E65,0xEEE04392
FB,Zack,Crockett,Skin22,Face1,782,0x57317607,0xFECF41DB
FB,Chris,Hetherington,Skin1,Face2,711,0x95500997,0x7B6B6702
FS,Rod,Woodson,Skin3,Face3,120,0xBBBD5637,0x8522698B
FS,Ray,Buchanan,Skin4,Face2,65,0x2DD5D07F,0x7EE36694
FS,David,Terrell,Skin5,Face3,3296,0xD25035D0,0x315951BF
G,Frank,Middleton,Skin22,Face13,1644,0x626FE0E3,0x42A8D1EC
G,Ron,Stone,Skin3,21,1115,0x33A58192,0xB219B0B3
G,Brad,Badger,Skin17,20,1786,0xDF402587,0x159B72BA
G,Mo,Collins,Skin14,Face10,1255,0x3D42D5E,0xF61F6504
RB,Tyrone,Wheatley,Skin4,Face5,1138,0xE7FDFC58,0x274899C3
RB,Troy,Hambrick,Skin14,Face2,3271,0xF49E29DA,0x87C60563
RB,Amos,Zereoue,Skin6,Face7,2013,0x95947C37,0x4E7F67B1
RB,Justin,Fargas,Skin10,Face4,5081,0x35A0797A,0x3F613C19
ILB,Napoleon,Harris,Skin6,Face4,3594,0x8AF93664,0x50025FDA
ILB,Dwayne,Rudd,Skin4,Face7,941,0xBC574F6,0x794B4110
ILB,Danny,Clark,Skin22,Face2,2695,0x1E90EF20,0xF61F6504
K,Sebastian,Janikowski,Skin17,Face5,2670,0xC2792098,0x580CB345
OLB,Travian,Smith,Skin5,Face3,1243,0xEE797090,0x315951BF
OLB,Tyler,Brayton,Skin1,Face15,5042,0xCC2B702D,0x95302A80
OLB,DeLawrence,Grant,Skin14,Face14,3083,0x4109ADC0,0xA5B30581
OLB,Sam,Williams,Skin22,Face7,5298,0x992026C,0xE027D00A
P,Shane,Lechler,Skin17,Face3,2707,0x7464609F,0x83110820
QB,Rich,Gannon,Skin17,Face6,1245,0xB7BC2BCC,0x9E05F4CE
QB,Kerry,Collins,Skin17,Face2,1066,0xF0361C0F,0xB9707899
QB,Marques,Tuiasosopo,Skin18,Face15,3220,0x733EA472,0xAEE91258
SS,Derrick,Gibson,Skin5,Face5,3079,0x48215AD2,0xCF53B2D9
SS,Stuart,Schweigert,Skin9,Face1,6583,(no photo),0x77C7CCBD
T,Robert,Gallery,Skin17,Face12,6410,(no photo),0x4CF18016
T,Barry,Sims,Skin17,Face13,2938,0xA68DAFDF,0x159B72BA
T,Langston,Walker,Skin19,Face10,3735,0x7473BE0D,0x2C984FD7
TE,Doug,Jolley,Skin1,Face13,3618,0xA7ECCD8A,0xBD0A61D2
TE,Roland,Williams,Skin6,Face10,1440,0x97357F6E,0xF61F6504
TE,Teyo,Johnson,Skin4,Face13,5139,0x8426375,0x4BFED193
WR,Tim,Brown,Skin20,Face3,1263,0x3E4F33ED,0x90D47E0F
WR,Jerry,Rice,Skin6,Face1,1560,0x356C125D,0x7319D254
WR,Jerry,Porter,Skin3,Face7,2791,0x9147A3A2,0x26B07EA3
WR,Doug,Gabriel,Skin6,Face2,5089,0xDB55BB1A,0xF61F6504
WR,Johnnie,Morant,Skin11,Face4,6520,(no photo),0xE6B04F28
WR,Carlos,Francis,Skin13,Face3,6407,(no photo),0x315951BF
C,Barret,Robbins,Skin17,Face10,1211,0xC83334E9,0x7B6B6702
C,Jake,Grove,Skin9,Face9,6422,(no photo),0x77C7CCBD
C,Adam,Treu,Skin17,Face13,1212,0xC55634EA,0x159B72BA
,,,,,,,
Team = Rams    Players:53,,,,,,,
CB,Jerametrius,Butler,Skin4,Face14,3031,0x709EFD33,0x688EAF51
CB,Travis,Fisher,Skin4,Face1,4558,0x372980C4,0x5D14BD9C
CB,DeJuan,Groce,Skin14,Face6,5102,0x99778821,0xA5B30581
CB,Kevin,Garrett,Skin6,Face1,5093,0xE8E7ABBF,0xFECF41DB
DE,Leonard,Little,Skin3,Face2,1420,0x1A1847DF,0xDE946E12
DE,Tyoka,Jackson,Skin19,Face12,1634,0x548DAA12,0xE6B04F28
DE,Sean,Moran,Skin17,Face15,194,0xF6C5FE19,0x95302A80
DE,Erik,Flowers,Skin22,Face4,2605,0x29A630A2,0x50025FDA
DE,Bryce,Fisher,Skin21,Face10,3776,0x3DAA52FC,0x630E4046
DE,Tony,Hargrove,Skin13,Face15,6430,(no photo),0x0FBA933D
DE,Nick,Burley,Skin14,Face10,5050,0xF3247189,0xF61F6504
DT,Ryan,Pickett,Skin21,Face13,3176,0xF06D25D1,0xCF53B2D9
DT,Damione,Lewis,Skin21,Face11,3131,0xF3196C12,0x315951BF
DT,David,Thompson,Skin19,Face11,4931,0x6ABDF041,0x5023E6FF
DT,Jimmy,Kennedy,Skin20,Face9,5147,0xB3AE26B6,0x47572488
FB,Joey,Goodspeed,Skin1,Face1,4049,0x4AD3B426,0x77C7CCBD
FB,Chris,Massey,Skin9,Face9,4331,0xB92CA0B3,0x77C7CCBD
FB,Arlen,Harris,Skin3,Face7,5400,0x12CCBF10,0xA2352E09
FS,Aeneas,Williams,Skin19,Face1,2,0x392513E4,0x3943DD7A
FS,Shane,Walton,Skin3,Face5,5280,0x119F5A2E,0xE3A1E743
G,Andy,McCollum,Skin17,Face10,1030,0x289BD803,0x7B6B6702
G,Adam,Timmerman,Skin9,Face13,1410,0xA446E0E4,0x159B72BA
G,Larry,Turner,Skin17,Face13,6734,(no photo),0x159B72BA
RB,Marshall,Faulk,Skin6,Face1,710,0x1716263,0x7E8F8A1A
RB,Lamar,Gordon,Skin5,Face2,3584,0xA4969FF6,0x630E4046
RB,Steven,Jackson,Skin12,Face1,6447,(no photo),0xD9C74CEB
ILB,Robert,Thomas,Skin2,Face5,3727,0x13F3F9A4,0xD3C84E69
ILB,Brandon,Spoon,Skin9,Face2,3203,0x5DC1B78B,0x7B6B6702
K,Jeff,Wilkins,Skin17,Face2,1414,0x26BA1073,0x7B6B6702
OLB,Pisa,Tinoisamoa,Skin10,Face1,5264,0x8EF4B09E,"0x1715F556
"
OLB,Tommy,Polley,Skin3,Face2,3179,0xB5222D95,0x5138CF5F
OLB,Jeremy,Loyd,Skin6,Face15,5441,0x57606074,0xE027D00A
OLB,Brandon,Chillar,Skin1,Face14,6698,(no photo),0x39799B1C
OLB,Trev,Faulk,Skin21,Face6,3567,0xFD3BF78A,0xCEBDD5A4
P,Sean,Landeta,Skin17,Face6,640,0x5D2F23EF,0x39799B1C
QB,Marc,Bulger,Skin17,Face7,2713,0x0DABA272,0xAD15CCE0
QB,Chris,Chandler,Skin17,Face5,96,0xA4854F98,0x159B72BA
QB,Jeff,Smoker,Skin17,Face3,6601,(no photo),0x83110820
SS,Adam,Archuleta,Skin9,Face5,3006,0xFFB62A4C,0xDCBA011D
SS,Rich,Coady,Skin1,Face5,2033,0x10F07D48,0x159B72BA
SS,Jason,Shivers,Skin12,Face1,6591,(no photo),0x5D14BD9C
T,Orlando,Pace,Skin11,Face12,1436,0x5C1CB5BD,0x917EE8BA
T,Kyle,Turley,Skin9,Face13,1077,0x6EDE82A2,0xB3B5F312
T,Grant,Williams,Skin17,Face13,1610,0x9AA1828B,0x159B72BA
TE,Brandon,Manumaleuna,Skin3,Face15,3138,0xB8D86E20,0xA2352E09
TE,Erik,Jensen,Skin1,Face14,6706,(no photo),0x39799B1C
WR,Torry,Holt,Skin3,Face4,1956,0x82619446,0xBCC209A1
WR,Isaac,Bruce,Skin5,Face3,1446,0xEC6472AA,0x356ACEDF
WR,Dane,Looker,Skin1,Face5,4122,0x1E68F2DC,0x159B72BA
WR,Mike,Furrey,Skin9,Face11,6122,0xF10B78C7,0x83110820
WR,Shaun,McDonald,Skin3,Face2,5173,0x83D3A80,0x2C984FD7
WR,Kevin,Curtis,Skin17,Face7,5062,0x666D4C67,0x95302A80
C,Dave,Wohlabaugh,Skin9,Face13,1799,0xED788C91,0x159B72BA
,,,,,,,
Team = Ravens    Players:53,,,,,,,
CB,Chris,McAlister,Skin5,Face4,1964,0x46FCD9BD,0x6F642B8D
CB,Gary,Baxter,Skin5,Face10,3014,0xBA78A7E2,0x630E4046
CB,Corey,Fuller,Skin13,Face3,1802,0x2D57D72F,0x030201FA
CB,Lamont,Brightful,Skin12,Face2,4291,0x2A423D58,0x457B656D
CB,Dale,Carter,Skin5,Face4,800,0x1E95799B,0x5F7592DB
DE,Anthony,Weaver,Skin20,Face11,3740,0xD49224A4,0x815482F8
DE,Marques,Douglas,Skin22,Face12,3323,0x806B3961,0x50025FDA
DE,Jarret,Johnson,Skin17,Face10,5135,0x7EA578CD,0x7B6B6702
DE,Roderick,Green,Skin5,Face3,6420,(no photo),0x315951BF
DT,Kelly,Gregg,Skin17,Face10,1920,0xF0CE2044,0x7B6B6702
DT,Ma'ake,Kemoeatu,Skin18,Face10,4989,0x64D818E2,0xD31D8B97
DT,Aubrayo,Franklin,Skin5,Face14,5384,0xCB2B34D3,0xCEBDD5A4
FB,Alan,Ricard,Skin4,Face3,3835,0xBB04C6C9,0x7E5F3298
FB,Ovie,Mughelli,Skin6,Face2,5186,0xE375C64B,0xF61F6504
FS,Will,Demps,Skin3,Face6,4382,0x2DCF9DA3,0xB219B0B3
FS,Gerome,Sapp,Skin22,Face3,5231,0xE4DD561C,0x108E8FFF
G,Edwin,Mulitalo,Skin18,21,2103,0x2E2E93C1,0x7F360A40
G,Bennie,Anderson,Skin21,Face13,3758,0x4584D10A,0xCF53B2D9
G,Casey,Rabach,Skin17,Face10,3180,0xC14F53CD,0x7B6B6702
RB,Jamal,Lewis,Skin3,Face2,2721,0xA3CB666F,0x3227E296
RB,Musa,Smith,Skin11,Face4,5244,0xBFC3C183,0xE6B04F28
RB,Chester,Taylor,Skin13,Face7,3722,0x440DB984,0x0FBA933D
ILB,Ray,Lewis,Skin4,Face6,146,0xC90D3F89,0x5AB2C411
ILB,Edgerton,Hartwell,Skin3,Face3,3091,0xD674799F,0x73CA1660
ILB,T.J.,Slaughter,Skin3,Face5,2701,0x4C00DEF3,0xE3A1E743
K,Matt,Stover,Skin17,Face5,144,0xBACA4860,0x159B72BA
OLB,Terrell,Suggs,Skin4,Face9,5257,0x2E5D2161,0x8DA1BD7E
OLB,Peter,Boulware,Skin20,Face1,147,0xA5A794D7,0xB96D6AC1
OLB,Adalius,Thomas,Skin22,Face11,2604,0x768EF559,0x108E8FFF
OLB,Cornell,Brown,Skin4,Face7,150,0x23591D68,0x76EFCE7B
P,Dave,Zastudil,Skin17,Face5,3755,0x84540CD,0x159B72BA
QB,Kyle,Boller,Skin17,Face6,5038,0xFA0DF547,0x1DE7D920
QB,Kordell,Stewart,Skin6,Face4,1363,0x28CE38CF,0xC08F2582
QB,Josh,Harris,Skin4,Face3,6435,(no photo),0x7E5F3298
QB,Anthony,Wright,Skin21,Face14,3307,0x3EA99476,0x72EBBC41
SS,Edward,Reed,Skin5,Face5,3684,0x51B0AE8,0x247DF585
SS,Chad,Williams,Skin6,Face5,3745,0x73D0C82C,0x42A8D1EC
T,Jonathan,Ogden,Skin11,Face13,165,0x6ED3BA2B,0x9280FC56
T,Orlando,Brown,Skin21,Face14,1846,0x398EC88F,0xCEBDD5A4
T,Brian,Rimpf,Skin1,Face15,6561,(no photo),0x95302A80
T,Ethan,Brooks,Skin17,Face11,1412,0xA0FACAA8,0x83110820
TE,Todd,Heap,Skin1,Face5,3093,0xFB9FD986,0xAD16B4D0
TE,Terry,Jones,Skin6,Face13,3622,0x426943A8,0x42A8D1EC
TE,Trent,Smith,Skin1,Face15,5246,0xFF09A459,0x95302A80
WR,Kevin,Johnson,Skin4,Face1,2025,0x12ECCE4,0x27D535E7
WR,Travis,Taylor,Skin3,Face1,2788,0xD3CF24AB,0xCC692E0B
WR,Devard,Darling,Skin12,Face1,6374,(no photo),0x5D14BD9C
WR,Ron,Johnson,Skin5,Face5,3617,0xD669A822,0xCF53B2D9
WR,Derek,Abney,Skin9,Face2,6300,(no photo),0x7B6B6702
WR,Clarence,Moore,Skin12,Face3,6720,(no photo),0x7E5F3298
C,Mike,Flynn,Skin17,Face13,142,0x66B092B5,0x159B72BA
C,Joe,Maese,Skin18,Face11,3137,0xCC5FD5F2,0xF6E63E2E
C,Mike,Solwold,Skin17,Face13,3934,0xA286BBB1,0x159B72BA
,,,,,,,
Team = Redskins    Players:53,,,,,,,
CB,Shawn,Springs,Skin6,Face3,1569,0x69AFE5F,0x049D7D3A
CB,Fred,Smoot,Skin3,Face13,3202,0x8E51242,0xC34EC125
CB,Walt,Harris,Skin5,Face2,304,0x5887882C,0x7DB63F84
CB,Rashad,Bauman,Skin3,Face2,3512,0xC30D7ED2,0xB219B0B3
CB,Ralph,Brown,Skin3,Face6,2589,0x638CE92F,0x2C984FD7
CB,Ade,Jimoh,Skin13,Face5,5415,0x6FC6D046,0xCF53B2D9
DE,Renaldo,Wynn,Skin12,Face9,747,0xD9CEFC0C,0xAA818C45
DE,Phillip,Daniels,Skin22,Face13,1578,0x28657E54,0x42A8D1EC
DE,Regan,Upshaw,Skin5,Face13,1633,0x4C6DC127,0xCF53B2D9
DT,Cornelius,Griffin,Skin11,Face11,2622,0x5FEA424B,0x5023E6FF
DT,Jermaine,Haley,Skin20,Face13,1910,0xFFFA05D0,0x4BFED193
DT,Brandon,Noble,Skin1,Face15,2886,0xEDB0C84B,0x95302A80
DT,Joe,Salave'a,Skin18,18,1697,0xA5D7527E,0xF6E63E2E
FB,Rock,Cartwright,Skin4,Face2,4293,0x25DCB6AF,0x457B656D
FS,Matt,Bowen,Skin1,Face3,2754,0x4E9C61B1,0x83110820
FS,Todd,Franz,Skin1,Face4,2749,0x6094F863,0x682DBBE5
G,Derrick,Dockery,Skin22,Face13,5069,0xDD381BCC,0x42A8D1EC
G,Randy,Thomas,Skin21,Face15,1975,0xFC05301E,0x0FBA933D
G,Mark,Wilson,Skin17,Face3,6670,(no photo),0x83110820
RB,Clinton,Portis,Skin5,Face2,3676,0x91015F8D,0x1B8EF5F4
RB,Ladell,Betts,Skin11,Face3,3518,0xF0AB0CF5,0x5023E6FF
RB,Chad,Morton,Skin12,Face4,2738,0x43054D9B,0x47CBB31A
ILB,Micheal,Barrow,Skin4,Face1,270,0xB4A191B5,0x3735047D
ILB,Kevin,Mitchell,Skin22,Face10,1058,0x62B535D1,0xF61F6504
ILB,Clifton,Smith,Skin11,Face10,5242,0xE2BD560,0x2C984FD7
K,John,Hall,Skin17,Face5,1179,0x6587F11D,0x159B72BA
OLB,Marcus,Washington,Skin22,Face2,2687,0xF85134B7,0xF61F6504
OLB,LaVar,Arrington,Skin21,Face3,2673,0x4D210887,0xCDDC03A1
OLB,Antonio,Pierce,Skin3,Face2,3810,0x1F02DFCE,0x2C984FD7
P,Tom,Tupa,Skin17,Face2,1190,0xE6890503,0x7B6B6702
QB,Mark,Brunell,Skin17,Face2,774,0xA8616D4E,0xB5896276
QB,Patrick,Ramsey,Skin17,Face6,3680,0x5972179,0xE2FE499E
QB,Tim,Hasselbeck,Skin17,Face6,4069,0x14404515,0x39799B1C
SS,Sean,Taylor,Skin5,Face1,6618,(no photo),0xF71CED81
SS,Ifeanyi,Ohalete,Skin3,Face6,3806,0x79C3400D,0xB219B0B3
SS,Andre,Lott,Skin4,Face3,3636,0xE9613D5B,0x7E5F3298
T,Chris,Samuels,Skin20,Face12,2762,0xFDD691,0x97FEE6A5
T,Jon,Jansen,Skin17,Face10,2021,0x12DF900E,0x7B6B6702
T,Jim,Molinaro,Skin17,Face11,6516,(no photo),0x42A8D1EC
T,Kenyatta,Jones,Skin14,Face13,3118,0x3B1897A5,0x42A8D1EC
TE,Walter,Rasby,Skin22,Face14,594,0x827F9808,0xA5B30581
TE,Brian,Kozlowski,Skin17,Face13,109,0x62C145B7,0x159B72BA
TE,Chris,Cooley,Skin9,Face11,6363,(no photo),0x83110820
TE,Robert,Royal,Skin20,Face14,3693,0xB2750B3B,0x688EAF51
TE,Mike,Sellers,Skin4,Face5,1791,(no photo),0x4BFED193
WR,Rod,Gardner,Skin14,Face7,3075,0xBD818D29,0x0EDD19CB
